date,code_,regio,secte,opera,conso,00_00,01_00,02_00,03_00,04_00,05_00,06_00,07_00,08_00,09_00,10_00,11_00,12_00,13_00,14_00,15_00,16_00,17_00,18_00,19_00,20_00,21_00,22_00,23_00
2022-11-30,84,Auvergne-Rhône-Alpes,ELD/GRD,GRTgaz,138979.688893,4255.890184,4278.983244000004,4332.6074919999965,4485.559568000001,4938.445088,6024.221861,7458.019249999995,7629.554289000002,7300.443221000007,6933.998679000006,6647.2328190000035,6514.761806000002,6186.413446000001,5963.093181000001,5809.782178000002,5775.777148999998,5894.303055000002,6065.228750000001,6214.117005000002,6056.988308000001,5780.294513999997,5423.294342000002,4727.601600000003,4283.077864000003
2022-11-29,24,Centre-Val de Loire,ELD/GRD,GRTgaz,49360.470822,1533.3860749999997,1518.6503199999997,1565.969024,1637.5619760000004,1818.4644340000004,2098.7639329999993,2630.217030000001,2689.1983789999995,2576.067902999999,2467.825823,2372.630965,2348.2954230000023,2196.585664,2116.6274070000004,2109.1611169999996,2077.62336,2132.7147839999993,2141.422346,2131.2616030000004,2090.2382239999993,1976.2619400000005,1893.5260990000002,1690.5009270000003,1547.516066
2022-11-29,28,Normandie,ELD/GRD,GRTgaz,66003.757185,2127.712232,2117.7613849999993,2186.819068999999,2235.8018549999997,2400.1627399999998,2763.894065000002,3517.9929979999993,3650.9681279999995,3474.773247999999,3333.254795,3163.4951880000012,2981.7943170000012,2727.3307600000003,2647.6175690000005,2642.5478,2657.5373459999983,2786.5647549999994,2914.4386979999986,2931.6560170000002,2848.9832670000014,2751.3339080000005,2604.92169,2359.0098549999993,2177.3854999999994
2022-11-29,84,Auvergne-Rhône-Alpes,ELD/GRD,GRTgaz,136207.59910300002,4119.3728759999985,4142.496175000002,4185.99007,4336.028552,4735.612438999997,5767.154672000001,7290.498257000006,7434.413714999993,7125.851405,6746.097166000003,6528.044716999996,6299.132976,6004.2453389999955,5890.885346999995,5761.977828,5742.060899999999,5951.144676000002,6142.743580000005,6154.109523999998,6004.660673,5682.946862000001,5308.004769999999,4625.876528,4228.250055999999
2022-11-29,32,Hauts-de-France,ELD/GRD,GRTgaz,147605.91322400002,4319.996034999999,4393.550944,4399.998703999998,4588.184237,4962.690535999999,5936.652456000004,7992.832916000003,8211.999249999999,7779.669488000004,7405.9091,7139.085840000002,6944.8591229999965,6570.123176999999,6328.198252000002,6209.309146999999,6267.180035000001,6661.574940000002,6832.027142,6868.875944999997,6596.073506999999,6137.343150999999,5699.607313000001,4926.7166720000005,4433.4553140000025
2022-11-29,44,Grand Est,ELD/GRD,GRTgaz,122925.559317,3716.5264120000015,3760.4027459999998,3834.998168999999,4024.6571319999994,4353.034990999999,5262.931413000003,6709.786078000007,6672.558454000002,6339.006634000002,6032.996962000002,5851.904271000001,5692.872368999999,5327.918972000004,5147.440601000003,5116.443269000004,5143.696025000001,5400.747818999997,5582.532457999995,5542.7296099999985,5396.253912999998,5170.222109999997,4826.500623999999,4228.080593999998,3791.317691000002
2022-11-29,11,Île-de-France,ELD/GRD,GRTgaz,229172.424766,7190.894887,7071.9926080000005,7160.4564740000005,7436.11852,8008.025739,10090.501256,11272.432636,11910.73183,11406.888572,10932.9861,10550.62723,10428.303340999999,10380.057295,9712.028354000002,9333.441012000001,9216.828827999998,9720.431197000002,10230.859384,10536.633387,10585.938635999997,10222.229579,9708.617703999998,8520.564981,7544.835216
2022-11-29,27,Bourgogne-Franche-Comté,ELD/GRD,GRTgaz,56995.269306,1777.2111309999993,1778.2180939999987,1807.6255989999995,1882.3737599999995,2036.4756280000001,2439.2741810000007,3056.498202,3078.684491000001,2941.664075,2817.320042000001,2729.0846249999995,2704.848297999998,2502.8182939999997,2432.060583,2391.5283309999986,2391.802037000001,2462.9320239999997,2538.470148000001,2520.762149,2453.543598,2336.1870279999985,2183.6173870000002,1951.6358300000002,1780.6337710000005
2022-11-29,53,Bretagne,ELD/GRD,GRTgaz,54004.328560999995,1794.6839820000002,1847.5014319999998,1967.3244539999998,2029.445774,2197.222799000001,2516.8425209999996,2832.2752599999994,3057.8624620000014,2927.848435999999,2754.9868779999997,2533.5601669999987,2371.8215239999986,2165.4219539999995,2038.385161,1991.9406159999994,1989.322901,2083.594608,2248.262142999999,2324.6592920000003,2284.6667709999992,2208.1436470000003,2115.648018000001,1938.7684449999995,1784.1393160000007
2022-11-29,75,Nouvelle-Aquitaine,ELD/GRD,GRTgaz,42479.245618999994,1321.5525720000012,1351.191649,1381.8037439999998,1431.030217,1532.6774619999997,1826.6416519999989,2368.993288999999,2437.8068999999996,2407.8117479999987,2245.761945,2101.2050199999994,2046.598488,1841.0243479999997,1764.588902,1673.390835,1647.9127470000012,1693.690756,1801.363469999999,1806.5370290000005,1750.0849109999995,1680.591172,1600.4112030000008,1440.0352349999996,1326.5403250000002
2022-11-29,76,Occitanie,ELD/GRD,GRTgaz,23353.763061,762.7288550000001,766.0664819999998,756.6508540000001,788.2181860000002,836.2371970000002,1000.4871880000001,1239.3149590000003,1362.2436859999996,1316.2106769999996,1170.4894939999995,1033.258145,964.294667,915.9323879999996,863.6501480000002,834.905791,806.0533560000001,907.774905,1031.8069829999995,1099.615356,1085.5949810000006,1061.706185,1026.8028709999999,926.6588900000003,797.0608170000005
2022-11-29,93,Provence-Alpes-Côte d'Azur,ELD/GRD,GRTgaz,64449.851987999995,2238.7180639999997,2236.897999999999,2266.8074469999992,2283.1437049999995,2455.8338639999993,2820.099015,3055.199504999999,3185.151624000002,3127.9736600000006,2965.6857410000007,2858.7731120000003,2753.3322190000004,2634.4806499999977,2605.039751999999,2545.7017229999997,2515.529159999999,2595.1301049999997,2779.439024,2951.581628999999,3001.885268,2949.9242530000015,2798.839656000001,2520.800061999999,2303.884749999999
2022-11-29,52,Pays de la Loire,ELD/GRD,GRTgaz,75042.887993,2529.4835520000006,2603.017856000001,2640.0332679999983,2690.331354,2914.2023660000004,3346.7789679999996,4072.6792020000003,4335.640823999997,4115.083556000001,3918.3505780000014,3665.916163999999,3379.416954999999,3064.294083999999,2889.0988320000006,2699.6059309999996,2664.961457999999,2810.8507119999977,3078.2988240000004,3164.0629200000003,3162.7677219999996,3059.194214000001,2961.0990679999995,2724.7774279999994,2552.9421570000004
2022-11-28,11,Île-de-France,ELD/GRD,GRTgaz,206825.218031,6617.974985,6609.724919,6743.723701999999,6832.483346,7188.474971,9010.094795,10684.574045000001,11052.090281,10468.256325,9994.135981000001,9726.140437,9117.682811,8630.049313999998,8236.033298,7959.360454000001,7827.999018,8373.732173999999,9202.816734,9710.981451,9804.563457000002,9441.451481,8772.540201999998,7883.213150999999,6937.120698999999
2022-11-28,32,Hauts-de-France,ELD/GRD,GRTgaz,128053.82842999998,4090.987583000002,4207.227795,4367.618055999998,4570.613327999997,5007.217607000001,6100.796428000001,6895.398764999991,7069.609648999995,6501.570302000003,6151.906884999999,5832.960160999995,5676.351109999996,5226.806371,4987.728351000003,4806.934186999999,4871.578596,5395.986992000002,5798.831689999999,5861.384205000002,5657.379428000002,5306.008146,5036.510756000001,4515.620181999999,4116.801856999997
2022-11-28,53,Bretagne,ELD/GRD,GRTgaz,49340.601549,1602.140967,1634.685547,1674.5001699999991,1719.1261609999995,1840.981623999999,2166.7035849999997,2455.7653920000007,2668.960011000001,2592.517922999999,2497.870910999998,2418.3031790000005,2301.676596999999,2063.713114,1941.985072000001,1957.5007919999985,1923.2098970000006,1963.7078449999997,2095.2573789999997,2203.5752460000012,2170.3267609999994,2075.1904670000004,1963.5948979999994,1783.7527859999998,1625.5552249999994
2022-11-28,28,Normandie,ELD/GRD,GRTgaz,60934.308235,2046.6140130000003,2069.4504509999992,2119.368361,2217.194583000001,2376.1329690000007,2770.4334019999988,3112.751976,3211.3847019999994,3090.3557910000004,2958.239101000001,2757.689983000001,2613.231789,2470.3534959999997,2387.2667379999984,2365.734972,2465.8601939999994,2595.5027049999985,2719.431586000001,2737.698569000001,2663.1229780000003,2530.465913,2403.437822,2193.7549830000003,2058.831158
2022-11-28,24,Centre-Val de Loire,ELD/GRD,GRTgaz,42147.31463,1395.5096070000009,1411.3035659999998,1465.4214869999998,1559.1277500000003,1733.9089040000001,2058.1419060000003,2236.218799999999,2244.6241480000003,2163.8544600000005,2080.6369649999997,1934.522857,1851.3155119999992,1657.1446400000004,1574.1620110000001,1560.5145729999995,1606.055139,1757.2734460000006,1854.4814670000005,1849.9911990000005,1820.8997600000005,1720.9917,1658.4867380000005,1539.6385629999997,1413.0894320000002
2022-11-28,44,Grand Est,ELD/GRD,GRTgaz,121900.14206099999,3697.1667789999983,3710.3237349999995,3743.588555000002,3851.368774999998,4225.502097000002,5168.713975000004,6598.888078000003,6600.379356000003,6269.117788999999,6008.726046999998,5804.181925,5752.269750000001,5467.783805999999,5366.308084000002,5237.342912999997,5189.072087000001,5317.345209999998,5447.0087490000005,5425.859600999993,5306.304608000002,5089.303952999997,4745.801515999998,4134.74914,3743.0355329999993
2022-11-28,52,Pays de la Loire,ELD/GRD,GRTgaz,64502.206928,2261.9607059999985,2346.2824369999994,2415.8003389999994,2496.2250019999997,2736.3599169999998,3194.1018400000007,3092.669694999999,3374.035250000001,3157.749158999999,3025.951607000001,2897.1684250000008,2736.494309000001,2651.9129789999997,2565.1541919999972,2465.0737280000017,2410.9788869999984,2477.013983000001,2687.7814200000007,2780.514308,2803.6225670000013,2686.9499970000015,2612.998977999999,2390.0602980000003,2235.346905000001
2022-11-28,75,Nouvelle-Aquitaine,ELD/GRD,GRTgaz,38210.55637800001,1259.4738209999998,1302.2599669999995,1337.3982169999995,1389.933597000001,1523.9900400000006,1788.1319270000004,1995.9555370000016,2038.2701949999996,1961.7266619999991,1833.895844,1730.1294149999997,1640.7559370000004,1476.3606410000002,1458.49619,1500.437825,1512.574654,1584.3978670000006,1683.8203720000006,1720.0571159999995,1684.2795300000005,1595.8661810000003,1529.0223500000009,1391.6837810000002,1271.6387120000006
2022-11-28,93,Provence-Alpes-Côte d'Azur,ELD/GRD,GRTgaz,57102.701628,1893.2575610000004,1881.1171849999998,1889.5202789999996,1949.3200099999992,2085.844931000001,2433.5444599999996,2609.2893370000006,2689.269633000001,2651.6824130000014,2570.4531589999983,2541.397137999999,2563.7913739999985,2515.1656839999996,2462.96022,2397.322064,2377.7309379999992,2469.968608000001,2613.6921150000007,2689.4743449999996,2698.161044,2562.9976040000015,2432.525355,2175.040088000001,1949.1760830000003
2022-11-28,27,Bourgogne-Franche-Comté,ELD/GRD,GRTgaz,55989.406198,1706.964736999999,1747.4979600000001,1782.0509559999996,1858.7606009999993,2028.9509799999996,2440.7870299999995,2992.076750000001,3020.138913999999,2877.2741819999997,2754.7784129999986,2658.778836000001,2629.3896110000005,2488.3006069999997,2412.842787999999,2364.646857999999,2338.8398640000005,2411.710297,2498.1624199999983,2477.9668990000023,2414.2178450000006,2291.445342999999,2134.0884450000003,1917.3834979999995,1742.3523640000003
2022-11-28,76,Occitanie,ELD/GRD,GRTgaz,22334.039797999994,699.0288179999998,697.5240919999998,711.4992289999999,733.3186219999998,793.1874710000001,941.938432,1033.0924119999997,1076.7068719999995,1051.9613170000002,1028.9573799999998,1025.8026229999998,1031.3082129999996,1003.828858,944.4654770000001,932.9918320000004,946.1259259999998,972.4850510000001,1021.8007539999999,1052.7020729999995,1049.9178259999996,994.7511799999999,956.1777439999996,882.5102850000001,751.9573109999998
2022-11-28,84,Auvergne-Rhône-Alpes,ELD/GRD,GRTgaz,128252.411341,4012.264951999999,4022.9601189999958,4055.5735159999986,4228.636881,4626.257319,5628.021910999994,6695.760036999999,6816.050568000006,6504.400113000002,6225.593346999997,6016.355107,5856.178389000005,5634.262257000001,5537.949065000003,5374.610463000002,5359.511386999997,5550.400725000002,5716.615074999999,5796.396886999998,5672.837020999999,5399.908414999997,5051.61145,4435.219521000002,4035.0368159999985
2022-11-27,44,Grand Est,ELD/GRD,GRTgaz,110383.55366999998,3485.5517939999986,3509.0665570000006,3587.957853000002,3747.507150999998,4117.911470999999,5107.750715999994,5468.234368999998,5515.625387999996,5536.813254999998,5474.697638999999,5331.52589,5084.097783000005,4734.065764999997,4561.575113,4481.215211999998,4541.547280000003,4685.268752999999,4897.495563999999,4997.099267999994,4929.475870000003,4757.519954999998,4443.589876,3904.5472059999984,3483.4139419999988
2022-11-27,52,Pays de la Loire,ELD/GRD,GRTgaz,40854.560698999994,1294.2270509999996,1384.3896620000003,1411.773048,1558.951139,1780.291181999999,2226.5197469999994,1971.1383999999996,1994.6653130000009,1976.2241360000007,1972.3261409999996,1912.729583999999,1847.4122859999993,1735.4813150000004,1655.803926,1557.9946370000007,1578.8150299999993,1635.9200610000007,1762.453378,1802.3077219999998,1797.0634239999995,1685.2495089999993,1598.7048559999994,1437.0487979999998,1277.0703539999997
2022-11-27,53,Bretagne,ELD/GRD,GRTgaz,33480.675598,1167.2364189999996,1191.3355750000005,1263.5863309999995,1337.3736189999993,1508.189499,1822.560746,1495.0607719999996,1493.887305,1484.61483,1481.434884000001,1474.2539510000001,1473.2861729999997,1417.6133199999997,1341.2814860000005,1291.8913180000004,1305.0377920000003,1338.7074529999995,1404.655858,1501.1612739999994,1476.9542560000002,1428.3690209999997,1357.1594170000003,1255.3812109999994,1169.643088
2022-11-27,27,Bourgogne-Franche-Comté,ELD/GRD,GRTgaz,50656.826204,1675.2033490000003,1692.4171869999993,1738.941683,1802.4699530000003,1998.006865,2362.0650750000013,2514.6584849999995,2516.9490579999997,2501.122841999999,2466.0319030000014,2390.565783999999,2297.223030999999,2160.0017729999995,2039.0152950000006,1974.2803919999992,1980.9041690000004,2080.2893310000004,2205.993195,2260.95883,2255.8564290000018,2179.6879230000004,2055.136613,1835.8197660000008,1673.2272730000004
2022-11-27,28,Normandie,ELD/GRD,GRTgaz,51069.430398000004,1688.5629150000009,1678.3023710000007,1725.0690220000004,1812.745071,1993.1446939999992,2375.902842000001,2474.2849750000005,2504.205464,2471.7342220000014,2438.633130999999,2420.6713989999994,2369.793081,2291.7149119999985,2189.2817550000004,2150.763329999999,2117.4045469999996,2131.508421999999,2191.7098979999996,2245.7804520000004,2207.805698999999,2096.467068000001,1984.6280699999995,1818.734400000001,1690.582658000001
2022-11-27,84,Auvergne-Rhône-Alpes,ELD/GRD,GRTgaz,111558.58753999998,3512.2509220000006,3486.0245539999974,3549.2771869999997,3709.7341580000016,4171.028203,5180.885569999997,5935.22592,6026.135674000002,6078.1881159999975,5906.311006999998,5498.278402999997,5063.927941000006,4670.662512999999,4339.672892999999,4123.161114000003,4135.834347999995,4453.269519999996,4908.691773999999,5149.130065999996,5031.909395999997,4789.870222999994,4467.268069000003,3887.3104930000004,3484.5394759999967
2022-11-27,75,Nouvelle-Aquitaine,ELD/GRD,GRTgaz,32229.091414,1016.7546689999995,1010.9536599999999,1029.3586649999995,1082.9997349999994,1194.2385,1458.795271,1768.2930490000003,1758.9706589999992,1744.5695130000004,1681.9113389999998,1592.6353470000006,1482.869553,1348.3276049999993,1217.8500110000004,1202.1867139999995,1206.36491,1297.1344470000004,1405.6051170000005,1458.8877599999996,1445.100432,1368.0967290000003,1288.924363,1158.0020769999999,1010.261289
2022-11-27,93,Provence-Alpes-Côte d'Azur,ELD/GRD,GRTgaz,46771.04835499999,1589.551623,1556.689609,1583.804553,1617.93217,1728.510567,2069.2295430000004,2394.249636000001,2421.0950190000003,2434.0486989999995,2313.3642139999997,2130.4585109999994,1950.4481529999991,1783.1628599999995,1684.5190319999995,1598.9924209999995,1634.5800250000002,1830.8215329999996,2130.872768,2280.0289519999997,2305.6481409999983,2215.3141669999995,2067.5166940000004,1829.1905000000008,1621.0189650000007
2022-11-27,24,Centre-Val de Loire,ELD/GRD,GRTgaz,36037.146370999995,1188.6899080000003,1181.711615,1205.1519529999998,1266.3614339999995,1407.4322730000004,1716.4612359999996,1873.0590979999997,1875.7952830000002,1880.0530729999996,1838.8195729999998,1790.6705449999997,1687.595462000001,1563.3496300000004,1421.7271579999997,1341.4097529999997,1348.0944749999994,1437.3522160000002,1510.7078119999999,1554.1025460000012,1546.131825,1490.8698819999993,1440.6600720000006,1294.1775139999995,1176.762035
2022-11-27,32,Hauts-de-France,ELD/GRD,GRTgaz,120606.363162,3570.1878809999985,3601.981842999999,3609.0312120000003,3768.603252000002,4077.8596610000022,5102.633321000003,5745.836596000001,6089.2618870000015,6189.241518000003,6158.484717999998,6046.413195,5942.933121999999,5671.893553000002,5364.943688000002,5245.096217,5293.083916,5398.300819999997,5544.358698999999,5594.152435,5354.289694999999,4967.474143,4596.885627999997,4067.2400610000013,3606.1761009999996
2022-11-27,11,Île-de-France,ELD/GRD,GRTgaz,208286.536834,6560.927297,6383.325392,6407.272567999999,6541.944291,6948.446086999999,8562.228661,9893.63181,10049.560387,10192.406554,10345.290847,10429.901538000002,10300.640317000001,10029.634745999998,9371.229181,8910.790443000002,8714.108875999998,8756.234397999999,9063.465525000001,9343.737743999998,9347.444878999999,8957.477341999998,8559.801117,7780.256613,6836.780221
2022-11-27,76,Occitanie,ELD/GRD,GRTgaz,18067.147101000002,543.434434,536.5103630000003,535.7064010000003,559.9242879999999,628.536733,759.2790740000002,954.8490459999999,984.658124,1002.6521949999999,979.8067460000002,891.2479339999999,812.578039,765.0704139999999,691.889851,676.9833800000002,679.878735,741.026584,823.449296,870.0999620000001,854.497087,813.8815110000006,745.331085,653.529827,562.3259919999998
2022-11-26,28,Normandie,ELD/GRD,GRTgaz,53813.460284,1737.2625859999991,1743.4149930000003,1771.1774309999996,1811.5520170000004,1882.080977999999,2084.955245,2772.7194570000024,2842.896563,2904.586161,2837.1174360000014,2640.4663579999997,2421.1071729999994,2329.0882859999997,2257.793266,2177.442847000001,2196.770808,2281.9106229999993,2354.199244000001,2395.8737650000016,2333.362380999999,2199.058364,2121.9623729999994,1942.1871260000007,1774.4748030000007
2022-11-26,32,Hauts-de-France,ELD/GRD,GRTgaz,117011.18716199999,3730.246203000002,3764.253022000001,3779.2616700000003,3841.512142999999,4048.3335079999983,4589.203185,6167.766023999998,6547.535651999999,6560.673352000001,6274.691961,5773.805187999997,5148.148550999997,4604.749655999998,4361.223521,4487.043932999999,4797.435525,5099.922102,5240.592799999999,5246.825972,5261.288889000002,4947.130967000003,4687.021316999999,4242.856068,3809.665953
2022-11-26,53,Bretagne,ELD/GRD,GRTgaz,35248.946551,1053.0502529999992,1037.8716240000006,1013.8161979999999,1014.442784,1043.4312969999996,1159.870875,1894.9119439999997,1946.750251,1976.1933419999996,1913.0773780000002,1790.9972610000004,1709.126802,1662.2327940000005,1572.5713289999994,1511.3140460000004,1492.0076849999996,1521.902487999999,1599.4670929999997,1608.370443,1582.4633429999994,1455.8259750000004,1372.2620559999991,1214.6950910000007,1102.294199
2022-11-26,75,Nouvelle-Aquitaine,ELD/GRD,GRTgaz,33238.886001000006,1095.3466250000004,1116.180172,1134.9928439999994,1172.4652740000004,1221.3968250000005,1392.3244180000004,1835.870764,1842.5296540000002,1840.936198000001,1766.4060140000006,1662.348454000001,1536.3170370000003,1397.6079190000005,1267.3928560000002,1187.4884469999997,1202.7151109999998,1270.762276,1373.7027310000005,1430.196932000001,1429.763040999999,1373.154414000001,1342.5688250000005,1229.8047479999993,1116.6144219999994
2022-11-26,93,Provence-Alpes-Côte d'Azur,ELD/GRD,GRTgaz,45947.324297,1654.385845,1646.9444439999997,1673.100746,1715.4551100000003,1813.2917220000004,2032.8020920000001,2302.7656789999996,2363.393808,2382.9575240000013,2218.638658,2045.5694859999994,1898.6540910000008,1749.3936600000002,1620.6968659999995,1513.447814999999,1528.5905019999998,1710.259563000001,1977.306626999999,2131.525927,2189.5733759999994,2164.2015290000004,2059.7925259999993,1856.7535530000005,1697.8231479999995
2022-11-26,52,Pays de la Loire,ELD/GRD,GRTgaz,43689.08102,1290.716574,1278.8471819999997,1288.8323619999999,1300.7393700000002,1351.640836,1494.959532999999,2608.0282419999985,2614.8332530000007,2633.5465379999987,2539.6595190000003,2349.3650379999985,2077.2110329999987,1899.1094740000003,1757.6707750000003,1659.1616790000003,1689.1548990000006,1790.799284,1859.3894970000003,1897.3558990000001,1892.8023950000018,1789.5840620000001,1725.964678,1528.0966770000007,1371.612221
2022-11-26,44,Grand Est,ELD/GRD,GRTgaz,109344.87965799999,3515.7137950000015,3563.1171820000013,3605.868920999999,3720.1412629999977,3908.6028339999984,4454.121837,5507.184012999999,5522.702410999999,5550.258062000003,5396.7630930000005,5158.5830430000005,4967.417533000001,4725.681365000001,4534.1107680000005,4448.475848000004,4499.574911999999,4758.136915000003,4848.980871999996,4898.770483999998,4891.904409999993,4732.285563999999,4517.325443000003,4023.2879379999995,3595.871151999997
2022-11-26,11,Île-de-France,ELD/GRD,GRTgaz,217546.42854999998,7156.694937999999,7076.301474,7077.9516570000005,7172.7492330000005,7372.594104,8561.785613,10646.998091000001,10905.866388000002,11087.195514000001,11087.830811,10807.572193,10302.635887,9823.471353999998,9490.96097,9156.094439999999,8988.171157,9161.012931,9267.146252999999,9361.2574,9440.681485999998,9218.531659,8865.585408,8103.686665,7413.652924
2022-11-26,24,Centre-Val de Loire,ELD/GRD,GRTgaz,39155.1008,1276.772477,1275.6811990000006,1294.0827340000003,1329.6440430000005,1368.9353569999994,1547.1236779999992,2147.4902709999997,2159.3920109999995,2163.337282999999,2105.113814,1975.0346100000004,1837.3421060000005,1695.353102,1592.4304299999994,1543.4178780000002,1519.1971390000003,1569.8092419999994,1637.1613290000003,1650.5607370000005,1650.648902,1585.3724690000001,1539.28438,1403.9562819999994,1287.9593270000003
2022-11-26,27,Bourgogne-Franche-Comté,ELD/GRD,GRTgaz,50896.27795399999,1697.975212000001,1727.590698999999,1737.991959,1774.323744,1882.782543,2105.9274969999983,2565.1787130000002,2571.203392999998,2557.6139110000004,2489.2853480000003,2410.939872,2319.111498,2216.4625179999994,2097.203092999998,2050.607221,2056.8274899999997,2155.790173,2202.9022499999996,2227.370515000001,2234.5839670000005,2171.628796000001,2064.1390859999997,1873.37906,1705.4593959999993
2022-11-26,76,Occitanie,ELD/GRD,GRTgaz,17448.198499000002,591.3639809999999,593.9050799999999,593.5264179999998,614.1230700000003,638.2844070000002,727.6047630000002,910.2641459999999,939.4517479999997,950.7059850000002,904.9672560000004,802.754939,733.9617049999997,685.4432800000002,622.9889740000002,577.254726,590.305141,669.1475969999998,759.5357929999999,795.6403540000001,824.0789219999998,800.6329060000002,779.6520290000002,715.310647,627.2946320000002
