Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Région;Libellé Région;id_filiere;Consommation totale (MWh)
Enedis;2011;Electricité;399335.23;4363;0;0.976;2951231.26;3497;0;0.954;3173820.29;12855;0;0.935;7960092.91;1361015;5;0.355;57619.77;196;0;0.736;24;Centre-Val de Loire;100;14542099.459999999
Enedis;2011;Electricité;254969.05;1426;0;0.935;7346096.24;5947;0;0.955;6855585.55;24919;0;0.942;15150658.83;2806578;15;0.316;130348.89;564;0;0.745;32;Hauts-de-France;100;29737658.560000002
Enedis;2011;Electricité;393854.74;2798;0;0.952;4913775.1;5640;0;0.962;4533361.55;17981;0;0.943;11685230.46;2057032;3;0.332;6440.44;221;0;0.69;52;Pays de la Loire;100;21532662.290000003
Enedis;2011;Electricité;649409.52;2943;0;0.918;3991191.28;4071;0;0.958;4059229.6;15539;0;0.94;10537506.39;1960602;1;0.331;9855.81;279;0;0.706;53;Bretagne;100;19247192.599999998
Energies et services Creutzwald;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;82133.0;7219;0;1.0;44;Grand Est;100;82133.0
Gignac Energie;2011;Electricité;0.0;0;0;0.0;2919.0;6;0;1.0;5054.0;181;0;1.0;14468.0;2410;0;1.0;567.0;66;0;1.0;76;Occitanie;100;23008.0
Groupement Elise - Régie d'Allemont;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2277.0;129;0;0.0;4382.0;831;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;6659.0
Groupement Elise - Régie de Saint-Pierre-d'Allevard;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;1770.0;129;0;0.0;7439.0;1216;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;9209.0
Groupement Elise - Régie de Villard-Bonnot;2011;Electricité;0.0;0;0;0.0;10930.0;4;0;0.0;7096.0;347;0;0.0;17021.0;3398;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;35047.0
Groupement Elise - Régie de Vinay;2011;Electricité;0.0;0;0;0.0;3561.0;3;0;0.0;8505.0;138;0;0.0;15156.0;2310;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;27222.0
Régie communale d'électricité de Saulnes;2011;Electricité;0.0;0;0;0.0;5395.0;2;0;0.0;0.0;0;0;0.0;5585.0;1281;0;0.0;0.0;0;0;0.0;44;Grand Est;100;10980.0
Régie d'électricité d'Elbeuf;2011;Electricité;0.0;0;0;0.0;6753.0;13;0;0.0;0.0;0;0;0.0;48153.0;9881;0;0.0;6975.0;59;0;0.0;28;Normandie;100;61881.0
Régie électrique de Bozel;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11752.66;1487;0;0.0;5038.93;195;0;0.0;84;Auvergne-Rhône-Alpes;100;16791.59
Régie électrique de La Chapelle;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1217.0;212;0;1.0;17.0;15;0;1.0;84;Auvergne-Rhône-Alpes;100;1234.0
Régie électrique de Tignes;2011;Electricité;1630.0;105;0;0.9;688.0;46;0;0.9;58431.0;824;0;0.9;12967.0;5232;0;0.9;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;73716.0
Régie électrique municipale de Fontaine-au-Pire;2011;Electricité;136.0;8;0;0.0;0.0;0;0;0.0;1079.0;10;0;0.0;2657.0;537;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;3872.0
Régie municipale d'électricité d'Allevard;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;9417.0;374;0;0.0;11966.0;2740;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;21383.0
Régie municipale d'électricité d'Arignac;2011;Electricité;0.0;0;0;0.0;156.0;1;0;1.0;304.0;27;0;0.5;1980.0;413;0;0.5;178.0;19;0;0.5;76;Occitanie;100;2618.0
Régie municipale d'électricité de Gandrange;2011;Electricité;0.0;0;0;0.0;2536.0;2;0;1.0;764.0;9;0;1.0;5963.0;1696;0;1.0;0.0;0;0;0.0;44;Grand Est;100;9263.0
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;419.0;35;0;1.0;276.0;88;0;1.0;239.0;27;0;1.0;76;Occitanie;100;934.0
Régie municipale d'électricité de Laruns;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;3666.54;198;0;1.0;4170.27;1122;0;1.0;345.96;20;0;1.0;75;Nouvelle-Aquitaine;100;8182.77
Régie municipale d'électricité de Martres Tolosane;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6140.0;1195;0;1.0;3755.0;210;0;1.0;76;Occitanie;100;9895.0
Régie municipale d'électricité de Mazeres;2011;Electricité;403.0;95;0;1.0;7980.0;14;0;1.0;2660.0;134;0;1.0;9681.0;1757;0;1.0;500.0;102;0;1.0;76;Occitanie;100;21224.0
Régie municipale d'électricité de Merens les Vals;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;55.0;13;0;1.0;815.0;224;0;1.0;193.0;22;0;1.0;76;Occitanie;100;1063.0
Régie municipale d'électricité de Quie;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;10.0;2;0;1.0;995.0;173;0;1.0;96.0;8;0;1.0;76;Occitanie;100;1101.0
Régie municipale d'électricité de Tours en Savoie;2011;Electricité;0.0;0;0;0.0;1258.0;17;0;1.0;183.0;21;0;1.0;2520.0;442;0;1.0;118.0;14;0;1.0;84;Auvergne-Rhône-Alpes;100;4079.0
Régies municipales électriques de Capvern;2011;Electricité;1.0;10;0;0.0;0.0;0;0;0.0;2816.0;95;0;1.0;3075.0;889;0;1.0;0.0;0;0;0.0;76;Occitanie;100;5892.0
RME et de télédistribution de Clouange;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;4217.0;19;0;1.0;8855.0;2576;0;1.0;0.0;0;0;0.0;44;Grand Est;100;13072.0
GRDF;2011;Gaz;76721.0;79;0;1.0;7222027.0;1401;0;0.998;6896417.0;5703;0;0.989;22192358.0;1349200;81;0.111;414454.0;98;74;0.994;32;Hauts-de-France;200;36801977.0
GRDF;2011;Gaz;342076.0;159;0;0.997;4484135.0;852;0;0.998;2690662.0;2930;0;0.989;7786456.0;566808;45;0.151;94803.0;72;69;0.988;52;Pays de la Loire;200;15398132.0
GRDF;2011;Gaz;159986.0;166;0;0.992;2932081.0;931;0;0.999;3010243.0;3761;0;0.983;10248035.0;729317;68;0.107;42941.0;34;52;0.985;75;Nouvelle-Aquitaine;200;16393286.0
GRDF;2011;Gaz;75731.0;122;0;0.992;7125429.0;2307;0;0.998;7454398.0;8170;0;0.99;19786631.0;1240704;107;0.221;262476.0;344;103;0.989;84;Auvergne-Rhône-Alpes;200;34704665.0
Groupement Elise - Régie de Séchilienne;2011;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;740.0;34;0;0.0;84;Auvergne-Rhône-Alpes;200;740.0
GRT Gaz;2011;Gaz;0.0;0;0;0.0;4342271.87;50;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;200;4342271.87
GRT Gaz;2011;Gaz;0.0;0;0;0.0;34840768.06;176;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;34840768.06
GRT Gaz;2011;Gaz;0.0;0;0;0.0;34188526.93;158;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;34188526.93
GRT Gaz;2011;Gaz;0.0;0;0;0.0;913327.76;8;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;913327.76
GRT Gaz;2011;Gaz;0.0;0;0;0.0;17262036.14;108;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;17262036.14
GRT Gaz;2011;Gaz;0.0;0;0;0.0;22913378.55;53;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;200;22913378.55
Regaz Bordeaux;2011;Gaz;17988.75;169;0;0.961;430823.11;985;0;0.962;590178.03;7846;0;0.961;1048046.84;205382;0;0.96;1010.81;3;0;0.967;75;Nouvelle-Aquitaine;200;2088047.54
Régie municipale multiservices de La Réole;2011;Gaz;1125.8;4;0;0.8;4228.03;18;0;0.8;5390.79;99;0;0.8;14480.74;1103;0;0.8;25.33;1;0;0.8;75;Nouvelle-Aquitaine;200;25250.690000000002
Energies Services Lavaur;2012;Electricité;1009.0;13;0;1.0;10374.0;19;0;1.0;17863.0;69;0;1.0;43583.0;6691;0;0.82;210.0;0;0;0.0;76;Occitanie;100;73039.0
Centrale électrique Vonderscheer de Ville;2012;Electricité;0.0;0;0;0.0;250.0;4;0;1.0;891.0;7;0;1.0;5504.0;1207;0;0.95;0.0;0;0;0.0;44;Grand Est;100;6645.0
EdF-SEI;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1503392.0;0;0;0.0;01;Guadeloupe;100;1503392.0
EdF-SEI;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1429227.0;0;0;0.0;02;Martinique;100;1429227.0
EdF-SEI;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1890362.0;0;0;0.0;94;Corse;100;1890362.0
Electricité de Strasbourg;2012;Electricité;0.0;0;0;0.0;1090812.49;470;0;1.0;198616.98;1698;0;1.0;887498.95;143088;2;0.998;0.0;0;0;0.0;44;Grand Est;100;2176928.42
Enedis;2012;Electricité;311262.67;4355;0;0.973;2937623.62;3605;0;0.957;3260511.73;13152;0;0.943;8532267.26;1372074;5;0.393;20059.23;203;0;0.776;24;Centre-Val de Loire;100;15061724.51
Enedis;2012;Electricité;130099.49;1387;0;0.937;6492874.3;6304;0;0.956;4849314.8;18803;0;0.942;12451301.94;2213341;42;0.35;56889.03;386;0;0.692;44;Grand Est;100;23980479.560000002
Enedis;2012;Electricité;379661.33;2841;0;0.951;4950424.58;5905;0;0.963;4737665.47;18573;0;0.948;12532058.83;2084718;4;0.365;6978.97;271;0;0.759;52;Pays de la Loire;100;22606789.18
Enedis;2012;Electricité;494384.6;5024;0;0.947;4695052.27;8006;0;0.941;7247796.42;29618;0;0.924;19072971.0;3328534;8;0.372;43685.04;585;0;0.773;75;Nouvelle-Aquitaine;100;31553889.33
Enedis;2012;Electricité;229556.45;3041;0;0.949;3464145.65;7640;0;0.94;7622963.82;30507;0;0.928;19971833.86;3598518;8;0.368;21227.29;629;0;0.738;76;Occitanie;100;31309727.07
Enedis;2012;Electricité;188602.77;1844;0;0.941;10222885.21;14332;0;0.956;11296441.85;45114;0;0.939;24550250.93;4432696;12;0.369;42559.92;591;0;0.75;84;Auvergne-Rhône-Alpes;100;46300740.68
Energies et Services ville d'Amneville;2012;Electricité;0.0;0;0;0.0;34164.0;25;0;1.0;8710.0;64;0;1.0;26834.0;5252;0;1.0;0.0;0;0;0.0;44;Grand Est;100;69708.0
Gignac Energie;2012;Electricité;0.0;0;0;0.0;2708.0;6;0;1.0;5444.0;202;0;1.0;15015.0;2540;0;1.0;796.0;83;0;1.0;76;Occitanie;100;23963.0
Groupement Elise - Régie d'Allemont;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2420.0;125;0;0.0;4715.0;852;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;7135.0
Groupement Elise - Régie de Pinsot;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;112.0;26;0;0.0;725.0;190;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;837.0
Groupement Elise - Régie de Villard-Bonnot;2012;Electricité;0.0;0;0;0.0;10359.0;4;0;0.0;7547.0;350;0;0.0;17567.0;3421;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;35473.0
Groupement Elise - Régie de Vinay;2012;Electricité;0.0;0;0;0.0;3632.0;3;0;0.0;8550.0;146;0;0.0;15219.0;2358;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;27401.0
Groupement Elise - Régie du Moutaret;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;78.0;12;0;0.0;767.0;131;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;845.0
Régie communale d'électricité de Saulnes;2012;Electricité;0.0;0;0;0.0;4853.0;2;0;0.0;0.0;0;0;0.0;5767.0;1245;0;0.0;0.0;0;0;0.0;44;Grand Est;100;10620.0
Régie communale du câble et d'électricité de Montataire;2012;Electricité;0.0;0;0;0.0;23042.0;0;0;0.0;12773.0;0;0;0.0;21241.0;0;0;0.0;0.0;6007;0;1.0;32;Hauts-de-France;100;57056.0
Régie d'électricité d'Aigueblanche;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;12213.47;1578;0;1.0;84;Auvergne-Rhône-Alpes;100;12213.47
Régie municipale d'électricité de Laruns;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;3951.6;205;0;1.0;4488.28;1126;0;1.0;337.55;22;0;1.0;75;Nouvelle-Aquitaine;100;8777.429999999998
Régie municipale d'électricité de Martres Tolosane;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5916.0;1226;0;1.0;3749.0;208;0;1.0;76;Occitanie;100;9665.0
Régie municipale d'électricité de Quie;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;7.0;2;0;1.0;973.0;180;0;1.0;80.0;7;0;1.0;76;Occitanie;100;1060.0
Régie municipale d'électricité de Varilhes;2012;Electricité;0.0;0;0;0.0;2687.0;5;0;1.0;2550.0;136;0;1.0;9076.0;1693;0;1.0;943.0;116;0;1.0;76;Occitanie;100;15256.0
Régie municipale gaz-électricité de Carmaux;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28209.0;6295;0;0.5;6758.0;67;0;1.0;76;Occitanie;100;34967.0
RTE;2012;Electricité;0.0;0;0;0.0;1734231.26;23;0;1.0;1040537.57;70;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;100;2774768.83
RTE;2012;Electricité;0.0;0;0;0.0;12427233.81;103;0;1.0;1395554.25;30;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;13822788.06
RTE;2012;Electricité;0.0;0;0;0.0;7956326.19;91;0;1.0;672056.05;30;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;100;8628382.24
RTE;2012;Electricité;0.0;0;0;0.0;1472163.03;21;0;1.0;340802.99;14;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;52;Pays de la Loire;100;1812966.02
RTE;2012;Electricité;0.0;0;0;0.0;607214.75;14;0;1.0;131616.48;6;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;738831.23
Syndicat d'électricité synergie Maurienne;2012;Electricité;0.0;0;0;0.0;2293.837;36;0;1.0;10263.52;350;0;0.8;15178.891;2563;0;0.5;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;27736.248
Gascogne Energies Services;2012;Gaz;0.0;0;0;0.0;12147.0;1;0;1.0;348.0;8;0;1.0;4045.0;327;0;1.0;0.0;0;0;0.0;76;Occitanie;200;16540.0
GRDF;2012;Gaz;32546.0;37;0;1.0;5196769.0;691;0;1.0;3863763.0;2953;0;0.999;9162001.0;505525;58;0.132;99719.0;77;10;1.0;28;Normandie;200;18354798.0
GRDF;2012;Gaz;86907.0;81;0;0.988;7376284.0;1387;0;0.999;7425827.0;5693;0;0.999;24965785.0;1353920;82;0.0875;457656.0;114;24;1.0;32;Hauts-de-France;200;40312459.0
GRDF;2012;Gaz;415308.0;155;0;0.994;4650735.0;852;0;1.0;3146003.0;2905;0;0.999;9083357.0;568902;43;0.12;107760.0;79;36;0.988;52;Pays de la Loire;200;17403163.0
GRDF;2012;Gaz;837769.0;163;0;0.992;3933601.0;583;0;1.0;2662846.0;2353;0;0.999;6426770.0;455904;42;0.0923;26336.0;48;14;1.0;53;Bretagne;200;13887322.0
GRDF;2012;Gaz;118237.0;84;0;0.976;2848558.0;677;0;0.997;3674013.0;3837;0;0.998;11840359.0;838551;87;0.0838;84210.0;107;23;0.984;76;Occitanie;200;18565377.0
GRDF;2012;Gaz;86689.0;118;0;0.992;7367800.0;2248;0;1.0;8245789.0;8126;0;0.999;21943078.0;1240409;104;0.199;291987.0;361;56;0.996;84;Auvergne-Rhône-Alpes;200;37935343.0
GRT Gaz;2012;Gaz;0.0;0;0;0.0;30225779.86;178;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;30225779.86
GRT Gaz;2012;Gaz;0.0;0;0;0.0;30999286.11;149;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;30999286.11
GRT Gaz;2012;Gaz;0.0;0;0;0.0;1517189.37;26;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;200;1517189.37
GRT Gaz;2012;Gaz;0.0;0;0;0.0;875586.69;8;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;875586.69
TIGF;2012;Gaz;60329.84;12;0;1.0;2571087.57;41;0;1.0;12820.81;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;2644238.2199999997
Energies Services Lavaur;2013;Electricité;914.0;16;0;1.0;8114.0;19;0;1.0;18625.0;70;0;1.0;45861.0;6774;0;0.82;1841.0;0;0;0.0;76;Occitanie;100;75355.0
EdF-SEI;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1856364.0;0;0;0.0;94;Corse;100;1856364.0
Enedis;2013;Electricité;65625.53;724;0;0.93;3964082.46;5224;0;0.959;3620465.9;14210;0;0.941;9280949.68;1666670;16;0.424;33719.17;328;0;0.725;27;Bourgogne-Franche-Comté;100;16964842.740000002
Enedis;2013;Electricité;394559.98;2937;0;0.954;5002655.14;6197;0;0.962;4859570.29;19060;0;0.948;12956841.17;2109047;2;0.416;6938.2;260;0;0.766;52;Pays de la Loire;100;23220564.779999997
Enedis;2013;Electricité;657753.53;3017;0;0.924;4043011.55;4436;0;0.958;4295851.14;16305;0;0.946;11728060.62;2002636;1;0.41;9415.96;185;0;0.718;53;Bretagne;100;20734092.799999997
Energies et services Creutzwald;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;81879.0;7236;0;1.0;44;Grand Est;100;81879.0
Energies et services Hombourg-Haut;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;17406.0;3700;0;1.0;44;Grand Est;100;17406.0
Gaz de Barr;2013;Electricité;0.0;0;0;0.0;2220.0;5;0;0.0;5023.0;42;0;0.0;19305.0;3858;0;0.0;0.0;0;0;0.0;44;Grand Est;100;26548.0
Gignac Energie;2013;Electricité;0.0;0;0;0.0;2728.0;6;0;1.0;5384.0;263;0;1.0;17582.0;2636;0;1.0;1000.0;89;0;1.0;76;Occitanie;100;26694.0
Groupement Elise - Régie de Pinsot;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;123.0;28;0;0.0;774.0;190;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;897.0
Groupement Elise - Régie de Villard-Bonnot;2013;Electricité;0.0;0;0;0.0;10173.0;4;0;0.0;7722.0;353;0;0.0;18040.0;3500;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;35935.0
Groupement Elise - Régie de Vinay;2013;Electricité;0.0;0;0;0.0;3777.0;2;0;0.0;9763.0;57;0;0.0;16252.0;2322;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;29792.0
Régie communale du câble et d'électricité de Montataire;2013;Electricité;0.0;0;0;0.0;17692.0;0;0;0.0;10908.0;0;0;0.0;20745.0;0;0;0.0;0.0;6107;0;1.0;32;Hauts-de-France;100;49345.0
Régie d'électricité d'Aigueblanche;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11837.0;1598;0;1.0;84;Auvergne-Rhône-Alpes;100;11837.0
Régie d'électricité d'Elbeuf;2013;Electricité;0.0;0;0;0.0;6747.0;12;0;0.0;0.0;0;0;0.0;49860.0;9707;0;0.0;8248.0;70;0;0.0;28;Normandie;100;64855.0
Régie électrique d'Avrieux;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;212.45;3;0;1.0;4025.22;321;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;4237.67
Régie électrique de Bozel;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;9697.29;1487;0;0.0;4863.63;195;0;0.0;84;Auvergne-Rhône-Alpes;100;14560.920000000002
Régie électrique de La Chapelle;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1360.0;197;0;1.0;257.0;15;0;1.0;84;Auvergne-Rhône-Alpes;100;1617.0
Régie électrique de Prats-de-Mollo-la-Preste;2013;Electricité;60.0;6;0;1.0;0.0;0;0;0.0;2300.0;124;0;1.0;4700.0;1153;0;1.0;0.0;0;0;0.0;76;Occitanie;100;7060.0
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;480.0;22;0;1.0;321.0;87;0;1.0;246.0;27;0;1.0;76;Occitanie;100;1047.0
Régie municipale d'électricité de Martres Tolosane;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6166.0;1239;0;1.0;3606.0;210;0;1.0;76;Occitanie;100;9772.0
Régie municipale d'électricité de Mercus;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;538.0;42;0;0.5;2519.0;491;0;0.5;300.0;34;0;0.5;76;Occitanie;100;3357.0
Régie municipale d'électricité de Merens les Vals;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;96.0;10;0;1.0;812.0;228;0;1.0;159.0;26;0;1.0;76;Occitanie;100;1067.0
Régie municipale d'électricité de Miramont les Comminges;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2671.0;467;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2671.0
Régie municipale d'électricité de Tarascon sur Ariège;2013;Electricité;0.0;0;0;0.0;2776.0;6;0;1.0;5391.0;299;0;0.5;8092.0;1659;0;0.5;1119.0;98;0;0.5;76;Occitanie;100;17378.0
Régie municipale d'électricité de Varilhes;2013;Electricité;0.0;0;0;0.0;2326.0;5;0;1.0;2780.0;120;0;1.0;9268.0;1771;0;1.0;1088.0;101;0;1.0;76;Occitanie;100;15462.0
Régie municipale de Saint-Avre;2013;Electricité;0.0;0;0;0.0;311.0;1;0;1.0;894.0;28;0;1.0;3142.0;510;0;1.0;226.0;21;0;1.0;84;Auvergne-Rhône-Alpes;100;4573.0
Régie municipale gaz-électricité de Carmaux;2013;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;25488.0;6298;0;0.5;7754.0;69;0;1.0;76;Occitanie;100;33242.0
RTE;2013;Electricité;0.0;0;0;0.0;863663.76;21;0;1.0;613661.17;52;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;100;1477324.9300000002
RTE;2013;Electricité;0.0;0;0;0.0;11982269.28;104;0;1.0;1416160.64;32;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;13398429.92
RTE;2013;Electricité;0.0;0;0;0.0;3057638.82;53;0;1.0;513741.71;83;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;3571380.53
RTE;2013;Electricité;0.0;0;0;0.0;1776497.48;47;0;1.0;505419.38;97;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2281916.86
RTE;2013;Electricité;0.0;0;0;0.0;9190682.97;126;0;1.0;1660262.45;101;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;10850945.42
RTE;2013;Electricité;0.0;0;0;0.0;6248085.87;39;0;1.0;586190.58;46;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;100;6834276.45
Société d'intérêt collectif agricole;2013;Electricité;43.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;2918.0;412;0;0.91;0.0;0;0;0.0;32;Hauts-de-France;100;2961.0
Vialis;2013;Electricité;524.33;24;0;0.774;53374.56;443;0;0.788;155470.6;6278;0;0.633;115455.5;36492;0;0.719;152656.7;558;0;0.588;44;Grand Est;100;477481.69
Energie et services de Seyssel;2013;Gaz;0.0;0;0;0.0;827.38;2;0;0.9;3466.61;3;0;0.9;4038.28;279;0;0.9;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;8332.27
Gaz de Barr;2013;Gaz;4001.0;1;0;0.0;167400.0;7;0;1.0;135784.0;153;0;0.0;256818.0;11301;0;0.0;0.0;0;0;0.0;44;Grand Est;200;564003.0
GRDF;2013;Gaz;32954.0;36;0;1.0;5207942.0;685;0;1.0;4024786.0;2894;0;0.999;9472536.0;506411;56;0.138;126190.0;90;24;0.993;28;Normandie;200;18864408.0
GRDF;2013;Gaz;91728.0;78;0;0.995;7373591.0;1336;0;0.999;7404106.0;5642;0;0.998;26054202.0;1360582;79;0.087;491660.0;132;25;0.996;32;Hauts-de-France;200;41415287.0
GRDF;2013;Gaz;85804.0;119;0;0.982;7567640.0;2167;0;0.999;8660780.0;8001;0;0.999;23320100.0;1241806;100;0.201;324292.0;406;57;0.99;84;Auvergne-Rhône-Alpes;200;39958616.0
GRDF;2013;Gaz;374720.0;182;0;1.0;1733257.0;412;0;0.998;3815555.0;3790;0;0.999;9176307.0;741279;65;0.189;373219.0;423;31;1.0;93;Provence-Alpes-Côte d'Azur;200;15473058.0
Groupement Elise - Régie de Villard-Bonnot;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32524.0;1509;0;0.0;84;Auvergne-Rhône-Alpes;200;32524.0
GRT Gaz;2013;Gaz;0.0;0;0;0.0;3747627.48;46;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;200;3747627.48
