Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Région;Libellé Région;id_filiere;Consommation totale (MWh)
Régie d'électricité d'Elbeuf;2018;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;652.877;6;0;0.95;45673.732;10582;0;0.95;12441.586;71;0;0.95;28;Normandie;100;58768.19500000001
Régie électrique de La Cabanasse;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;779.0;4;0;0.0;2983.0;656;0;0.0;67.0;1;0;0.0;76;Occitanie;100;3829.0
Régie électrique de Villaroger;2018;Electricité;0.0;0;0;0.0;135.0;3;0;0.0;296.0;2;0;0.0;2729.0;376;0;0.0;286.0;37;0;0.0;84;Auvergne-Rhône-Alpes;100;3446.0
Régie électrique municipale de Fontaine-au-Pire;2018;Electricité;113.0;8;0;0.0;0.0;0;0;0.0;226.0;24;0;0.0;2350.0;514;0;0.0;218.0;23;0;0.0;32;Hauts-de-France;100;2907.0
Régie électrique municipale de Mont Louis;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;997.0;248;0;0.0;745.0;2;0;0.0;76;Occitanie;100;1742.0
Régie électrique municipale de Saint Laurent de Cerdans;2018;Electricité;0.0;0;1;0.0;195.0;16;0;0.0;719.0;67;0;0.0;2714.0;907;0;0.0;0.0;0;0;0.0;76;Occitanie;100;3628.0
Régie municipale d'électricité d'Arignac;2018;Electricité;0.0;0;0;0.0;134.0;3;0;0.0;388.0;45;0;0.0;2141.0;421;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2663.0
Régie municipale d'électricité de La Chambre;2018;Electricité;0.0;0;0;0.0;292.0;2;0;0.0;5815.0;140;0;0.0;3355.0;687;0;0.0;153.0;16;0;0.0;84;Auvergne-Rhône-Alpes;100;9615.0
Régie municipale d'électricité de Martres Tolosane;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6212.0;1272;0;0.0;4074.0;221;0;0.0;76;Occitanie;100;10286.0
Régie municipale d'électricité de Mazeres;2018;Electricité;232.0;39;0;0.0;500.0;28;0;0.0;1248.0;134;0;0.0;13827.0;2490;0;0.0;0.0;0;0;0.0;76;Occitanie;100;15807.0
Régie municipale d'électricité de Merens les Vals;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;200.0;39;0;0.0;872.0;228;0;0.0;0.0;0;0;0.0;76;Occitanie;100;1072.0
Régie municipale d'électricité de Miramont les Comminges;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2540.0;468;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2540.0
Régie municipale d'électricité de Saint Martin sur La Chambre;2018;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;536.0;18;0;0.0;2081.0;310;0;0.0;76.0;12;0;0.0;84;Auvergne-Rhône-Alpes;100;2693.0
Régie municipale d'électricité de Salins les Bains;2018;Electricité;190.0;12;0;0.0;574.0;38;0;0.0;9622.0;217;0;0.0;8414.0;1989;0;0.0;1168.0;216;0;0.0;27;Bourgogne-Franche-Comté;100;19968.0
Régie municipale d'électricité de Varilhes;2018;Electricité;0.0;0;1;0.0;676.0;19;0;0.0;378.0;26;0;0.0;11867.0;2371;0;0.0;0.0;0;0;0.0;76;Occitanie;100;12921.0
Régie municipale d'energie électrique de Quillan;2018;Electricité;0.0;0;0;0.0;6102.0;34;0;0.0;3181.0;414;0;0.0;8472.0;2466;0;0.0;0.0;0;0;0.0;76;Occitanie;100;17755.0
Régie municipale multiservices de La Réole;2018;Electricité;218.0;10;0;0.0;22922.0;104;0;0.0;3508.0;291;0;0.0;11512.0;2664;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;38160.0
Régies municipales d'électricité de Cazeres;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;13220.0;2685;0;0.0;9745.0;432;0;0.0;76;Occitanie;100;22965.0
RTE;2018;Electricité;0.0;0;0;0.0;2629040.448;36;0;0.0;4389092.804;94;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;100;7018133.251999999
RTE;2018;Electricité;0.0;0;0;0.0;1966346.974;21;0;0.0;943262.164;68;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;100;2909609.138
RTE;2018;Electricité;0.0;0;0;0.0;10911239.724;93;0;0.0;1442131.146;34;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;12353370.87
RTE;2018;Electricité;0.0;0;0;0.0;7435474.817;83;0;0.0;630952.42;30;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;100;8066427.237
RTE;2018;Electricité;0.0;0;0;0.0;638988.03;15;0;0.0;158131.29;7;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;797119.3200000001
SICAE de l'Aisne;2018;Electricité;5791.0;27;0;0.0;14830.0;41;0;0.0;18685.0;65;0;0.0;126674.0;23646;0;0.0;11103.0;69;0;0.0;32;Hauts-de-France;100;177083.0
SICAE de Precy-Saint-Martin;2018;Electricité;13382.0;58;0;0.0;1379.0;7;0;0.0;1657.0;18;0;0.0;28112.0;3936;0;0.0;0.0;0;0;0.0;44;Grand Est;100;44530.0
SICAP;2018;Electricité;28489.0;532;0;0.0;119458.0;200;0;0.0;50903.0;1680;0;0.0;159531.0;21385;0;0.0;13920.0;1522;0;0.0;24;Centre-Val de Loire;100;372301.0
Strasbourg Électricité Réseaux;2018;Electricité;25002.0;190;0;0.0;2270642.0;2779;0;0.0;1352265.0;5058;0;0.0;2742274.0;545814;0;0.0;226131.0;404;0;0.0;44;Grand Est;100;6616314.0
Syndicat intercommunal d'électricité de Labergement Sainte Marie;2018;Electricité;962.0;41;0;0.0;7531.0;50;0;0.0;4135.0;377;0;0.0;23460.0;5276;0;0.0;2473.0;252;0;0.0;27;Bourgogne-Franche-Comté;100;38561.0
URM (Metz);2018;Electricité;5193.27;9;0;0.95;434703.663;348;0;0.95;429306.236;1725;0;0.95;733423.113;170132;0;0.95;54924.304;317;0;0.95;44;Grand Est;100;1657550.5860000001
Vialis;2018;Electricité;13790.473;205;0;0.95;145925.703;72;0;0.95;110584.271;275;0;0.95;235049.574;54595;0;0.95;144646.959;516;0;0.95;44;Grand Est;100;649996.98
Antargaz-Finagaz;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11029.0;186;0;0.0;0.0;0;0;0.0;28;Normandie;200;11029.0
Caléo;2018;Gaz;607.0;27;0;0.0;102223.0;88;0;0.0;65700.0;799;0;0.0;127801.0;10835;0;0.0;952.0;9;0;0.0;44;Grand Est;200;297283.0
Gascogne Energies Services;2018;Gaz;2515.0;26;0;0.0;44047.0;26;0;0.0;15460.0;106;0;0.0;24759.0;2222;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;86781.0
Gascogne Energies Services;2018;Gaz;5217.0;1;0;0.0;0.0;0;0;0.0;360.0;12;0;0.0;3800.0;327;0;0.0;0.0;0;0;0.0;76;Occitanie;200;9377.0
Gedia;2018;Gaz;0.0;0;0;0.0;759.495;1;0;0.95;0.0;0;0;0.0;6117.057;304;0;0.95;0.0;0;1;0.0;28;Normandie;200;6876.552
GRDF;2018;Gaz;50570.85426;699;0;0.0;3922288.95276;4196;0;0.0;4332312.23642;26855;0;0.0;6332026.774;477227;0;0.0;3879.46138;140;0;0.0;27;Bourgogne-Franche-Comté;200;14641078.278819999
GRDF;2018;Gaz;25337.37565;141;0;0.0;7305519.19651;5361;0;0.0;3843160.71335;23021;0;0.0;6162515.457;505123;0;0.0;4350.08083;167;0;0.0;28;Normandie;200;17340882.82334
GRDF;2018;Gaz;105570.5107;747;0;0.0;10936539.01863;10882;0;0.0;7019713.52646;45788;0;0.0;18258699.72;1370452;0;0.0;19047.74597;449;0;0.0;32;Hauts-de-France;200;36339570.52176
GRDF;2018;Gaz;133149.92011;782;0;0.0;7697833.61645;7404;0;0.0;6449309.46784;39298;0;0.0;13668003.57;943426;0;0.0;22103.10358;255;0;0.0;44;Grand Est;200;27970399.677980002
GRDF;2018;Gaz;214790.2744;678;0;0.0;3903436.84028;5974;0;0.0;4218015.88593;32213;0;0.0;8391598.7;735610;0;0.0;2819.72107;186;0;0.0;75;Nouvelle-Aquitaine;200;16730661.42168
GRT Gaz;2018;Gaz;0.0;0;0;0.0;3823505.981276;41;0;0.0;41949.62238;6;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;200;3865455.603656
GRT Gaz;2018;Gaz;0.0;0;0;0.0;4640285.62611;52;0;0.0;21551.752245;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;200;4661837.378354999
GRT Gaz;2018;Gaz;0.0;0;0;0.0;5145848.740171;39;0;0.0;11582.02788;6;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;52;Pays de la Loire;200;5157430.768051
GRT Gaz;2018;Gaz;416.673103;1;0;0.0;4310315.929129;52;0;0.0;4674.499983;7;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;4315407.1022149995
Régie municipale multiservices de La Réole;2018;Gaz;1301.0;4;0;0.0;6370.0;27;0;0.0;6617.0;125;0;0.0;21218.0;1575;0;0.0;0.0;0;1;0.0;75;Nouvelle-Aquitaine;200;35506.0
Séolis;2018;Gaz;0.0;0;0;0.0;151727.0;3;0;0.0;0.0;0;1;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;151727.0
SICAE de la Somme et du Cambraisis;2018;Gaz;0.0;0;0;0.0;326140.0;1;0;0.0;0.0;0;0;0.0;5135.0;269;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;200;331275.0
Sorégies;2018;Gaz;1091.0;1;0;0.0;80497.0;32;0;0.0;21186.0;280;0;0.0;54546.0;1865;0;0.0;0.0;0;0;0.0;52;Pays de la Loire;200;157320.0
Teréga;2018;Gaz;0.0;0;0;0.0;2331319.4375674;33;0;0.0;172888.2196672;19;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;2504207.6572346
Veolia eau;2018;Gaz;0.0;0;0;0.0;34926.0;36;0;0.0;188138.0;322;0;0.0;82521.0;7876;0;0.0;0.0;0;0;0.0;44;Grand Est;200;305585.0
Veolia eau;2018;Gaz;0.0;0;0;0.0;8998.0;5;0;0.0;717.0;14;0;0.0;339.0;53;0;0.0;0.0;0;0;0.0;53;Bretagne;200;10054.0
Vialis;2018;Gaz;1620.737;2;0;0.95;118220.262;21;0;0.95;120157.125;78;0;0.95;427485.423;30676;0;0.95;106804.883;71;0;0.95;44;Grand Est;200;774288.43
EdF-SEI;2019;Electricité;9777.51;100;0;0.0;116249.531;606;0;0.0;521512.907;10606;0;0.0;583524.781;175645;0;0.0;141096.754;12977;0;0.0;02;Martinique;100;1372161.4829999998
EdF-SEI;2019;Electricité;19048.274;803;0;0.0;294464.664;3878;0;0.0;1128901.245;31237;0;0.0;1230024.214;353586;0;0.0;75823.409;8897;0;0.0;04;La Réunion;100;2748261.806
EdF-SEI;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;38.855;1;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;100;38.855
Electricité de Mayotte;2019;Electricité;534.059;128;0;0.0;84469.195;202;0;0.0;35730.572;1045;0;0.0;175283.298;42381;0;0.0;42515.693;4402;0;0.0;06;Mayotte;100;338532.81700000004
Enedis;2019;Electricité;111028.234492;4370;0;0.67;5172048.2406724;43369;0;0.288;29085937.5369554;644363;0;0.61;22146242.54;5756053;0;0.619;1545798.3973;147676;0;0.532;11;Île-de-France;100;58061054.9494198
Enedis;2019;Electricité;594214.0131606;18975;0;0.713;2944262.4027157;13863;0;0.74;4301019.33155927;123042;0;0.697;6517922.64;1255960;0;0.636;324185.40765;34723;0;0.002;24;Centre-Val de Loire;100;14681603.79508557
Enedis;2019;Electricité;316810.8143493;21420;0;0.606;4205665.25621703;17506;0;0.736;4706367.80745541;160603;0;0.689;6697562.606;1486432;0;0.0;317020.47167;41174;0;0.0015;27;Bourgogne-Franche-Comté;100;16243426.955691738
Enedis;2019;Electricité;925892.819945;30813;0;0.688;5269535.89495335;20101;0;0.314;6216430.90624407;183337;0;0.111;9726121.449;1990145;0;0.0;488954.92391;48508;0;0.578;52;Pays de la Loire;100;22626935.994052418
Enedis;2019;Electricité;588949.25753;32147;0;0.0964;3744049.5184868;30375;0;0.283;10648389.2731403;365063;0;0.0904;15751779.8;3395700;0;0.626;602924.33261;74966;0;0.611;76;Occitanie;100;31336092.181767102
Energie Pays Toy;2019;Electricité;315.0;93;0;1.0;0.0;0;0;0.0;2447.0;385;0;1.0;10200.0;3141;0;1.0;289.0;42;0;1.0;76;Occitanie;100;13251.0
Energies-services Sainte Marie aux Chênes;2019;Electricité;0.0;0;0;0.0;17114.965;7;0;0.95;662.065;5;0;0.95;12391.046;2302;0;0.95;4297.292;15;0;0.95;44;Grand Est;100;34465.368
Energies et services d'Hagondange;2019;Electricité;0.0;0;0;0.0;2448.953;12;0;0.95;5591.822;28;0;0.95;21471.574;5709;0;0.95;1368.246;6;0;0.95;44;Grand Est;100;30880.595
Energies et services Hombourg-Haut;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;13233.074;3463;0;0.95;1612.563;10;0;0.95;44;Grand Est;100;14845.637
Energies et services Schoeneck;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5733.268;1351;0;0.95;3153.132;12;0;0.95;44;Grand Est;100;8886.4
Gaz de Barr;2019;Electricité;0.0;0;0;0.0;1809.0;4;0;1.0;5715.0;52;0;1.0;22897.0;5252;0;0.5;0.0;0;0;0.0;44;Grand Est;100;30421.0
Régie électrique de Bozel;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;5402.0;241;0;1.0;8847.0;1534;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;14249.0
Régie électrique municipale de Fontaine-au-Pire;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;2538.0;515;0;0.0;509.0;56;0;0.0;32;Hauts-de-France;100;3047.0
Régie électrique municipale de Mont Louis;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;864.0;248;0;0.5;722.0;2;0;0.5;76;Occitanie;100;1586.0
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;2019;Electricité;71.0;1;0;0.987;26429.0;19;0;1.0;8216.0;60;0;1.0;26542.0;5569;0;0.9;5738.0;578;0;0.9;44;Grand Est;100;66996.0
Régie Municipale Bazas-Energies;2019;Electricité;0.0;0;1;0.0;12448.0;58;0;0.5;917.0;54;0;0.5;23737.0;3345;0;0.5;2064.0;282;0;0.5;75;Nouvelle-Aquitaine;100;39166.0
Régie municipale d'électricité de Clouange;2019;Electricité;0.0;0;0;0.0;553.332;2;0;0.95;905.776;10;0;0.95;8532.032;2293;0;0.95;2133.229;8;0;0.95;44;Grand Est;100;12124.368999999999
Régie municipale d'électricité de La Bresse;2019;Electricité;0.0;0;0;0.0;14411.0;76;0;1.0;6536.0;490;0;1.0;23113.0;4057;0;1.0;0.0;0;0;0.0;44;Grand Est;100;44060.0
Régie municipale d'électricité de La Chambre;2019;Electricité;0.0;0;0;0.0;3233.0;1;0;0.0;2279.0;125;0;0.0;3519.0;688;0;0.0;248.0;16;0;0.0;84;Auvergne-Rhône-Alpes;100;9279.0
Régie municipale d'électricité de Loos;2019;Electricité;0.0;0;0;0.0;2661.615;20;0;0.95;10382.554;69;0;0.95;46876.353;12523;0;0.95;1464.733;7;0;0.95;32;Hauts-de-France;100;61385.255000000005
Régie municipale d'électricité de Mazeres;2019;Electricité;0.0;0;0;0.0;9460.0;8;0;0.0;3836.0;16;0;0.0;15074.0;2659;0;0.0;0.0;0;0;0.0;76;Occitanie;100;28370.0
Régie municipale d'électricité de Merens les Vals;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;774.0;223;0;1.0;263.0;40;0;1.0;76;Occitanie;100;1037.0
Régie municipale d'électricité de Villarodin-Bourget;2019;Electricité;0.0;0;0;0.0;2153.0;2;0;1.0;3190.0;40;0;0.0;30.0;1294;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;5373.0
Régie municipale électrique de Saint Leonard de Noblat;2019;Electricité;0.0;0;0;0.0;1120.0;13;0;1.0;1114.0;4;0;1.0;7271.0;1524;0;1.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;9505.0
Régie municipale multiservices de La Réole;2019;Electricité;207.0;9;0;1.0;187.0;15;0;0.8;26593.0;429;0;0.8;10990.0;2616;0;0.8;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;37977.0
Régies municipales d'électricité de Cazeres;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;12469.0;2734;0;100.0;9179.0;468;0;100.0;76;Occitanie;100;21648.0
RTE;2019;Electricité;0.0;0;0;0.0;10958109.793;93;0;1.0;1476054.425;35;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;12434164.218
RTE;2019;Electricité;0.0;0;0;0.0;1725367.483;39;0;1.0;447417.463;95;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2172784.946
SAEML Hunelec;2019;Electricité;0.0;0;0;0.0;49129.832;11;0;0.95;1200.654;23;0;0.95;15793.624;4480;0;0.95;6540.88;15;0;0.95;44;Grand Est;100;72664.99
SAIC Pers Loisinges;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5980.376;730;0;0.95;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;5980.376
SICAE de Carnin;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;113.0;2;0;1.0;2207.0;476;0;0.91;0.0;0;0;0.0;32;Hauts-de-France;100;2320.0
SICAE de l'Aisne;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;435.0;106;0;1.0;0.0;0;0;0.0;44;Grand Est;100;435.0
SICAE de la vallée du Sausseron;2019;Electricité;399.0;6;0;1.0;940.0;4;0;1.0;4633.0;24;0;1.0;51996.0;7671;0;1.0;0.0;0;0;0.0;11;Île-de-France;100;57968.0
SICAE ELY;2019;Electricité;1390.0;17;0;1.0;11835.0;25;0;1.0;5901.0;24;0;1.0;64400.0;9646;0;1.0;6506.0;31;0;1.0;24;Centre-Val de Loire;100;90032.0
Synelva;2019;Electricité;6409.036;77;0;0.5;64591.758;133;0;0.5;92263.688;404;0;0.5;318173.85;51637;0;0.5;47376.18;247;0;0.5;24;Centre-Val de Loire;100;528814.512
Antargaz-Finagaz;2019;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;9376.0;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;200;9376.0
Energie et services de Seyssel;2019;Gaz;0.0;0;0;0.0;1022.0;3;0;0.95;2353.0;3;0;0.95;5801.0;301;0;0.95;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;9176.0
Gaz de Barr;2019;Gaz;1509.0;1;0;1.0;145150.0;3;0;1.0;133927.0;104;0;0.484;278378.0;13244;0;0.459;0.0;0;0;0.0;44;Grand Est;200;558964.0
Gedia;2019;Gaz;0.0;0;0;0.0;37803.143;34;0;0.95;76642.729;58;0;0.95;197714.954;13302;0;0.95;30723.521;57;0;0.95;24;Centre-Val de Loire;200;342884.347
GRDF;2019;Gaz;55436.22169;702;0;0.0;3836696.63796;4155;0;0.0;4303631.24513;26672;0;0.0;6444537.365;477580;0;0.0;8660.7497;221;0;0.0;27;Bourgogne-Franche-Comté;200;14648962.21948
GRDF;2019;Gaz;98335.77074;744;0;0.0;10736116.7042;10790;0;0.0;6746329.8493;45525;0;0.0;17743085.54;1377826;0;0.0;114693.5948;672;0;0.0;32;Hauts-de-France;200;35438561.45904
GRDF;2019;Gaz;142458.10812;780;0;0.0;7524269.03969;7359;0;0.0;6354682.27344;38956;0;0.0;13836156.73;948712;0;0.0;69963.7489;484;0;0.0;44;Grand Est;200;27927529.90015
GRDF;2019;Gaz;422563.9965;252;0;0.0;4444583.51673;3949;0;0.0;4808617.24557;24325;0;0.0;6367548.486;596796;0;0.0;19262.37548;217;0;0.0;52;Pays de la Loire;200;16062575.62028
GRDF;2019;Gaz;79287.63482;350;0;0.0;10233932.39877;12119;0;0.0;9300199.79769;58675;0;0.0;14912549.6;1251728;0;0.0;35768.19354;549;0;0.0;84;Auvergne-Rhône-Alpes;200;34561737.62482
GRDF;2019;Gaz;303129.22524;295;0;0.0;3091041.99649;3776;0;0.0;4235561.20887;22691;0;0.0;6017831.883;695870;0;0.0;52102.98427;276;0;0.0;93;Provence-Alpes-Côte d'Azur;200;13699667.29787
GreenAlp;2019;Gaz;0.0;0;0;0.0;88.0;3;0;0.0;506.0;11;0;0.0;385.0;28;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;979.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;3372178.0;41;0;0.0;43237.0;6;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;200;3415415.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;4647913.0;51;0;0.0;26207.0;2;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;200;4674120.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;33900835.0;136;0;0.0;1531917.0;17;0;0.0;0.0;0;0;0.0;39898.0;1;0;0.0;32;Hauts-de-France;200;35472650.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;8124788.0;38;0;0.0;15686.0;6;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;52;Pays de la Loire;200;8140474.0
GRT Gaz;2019;Gaz;1767.0;1;0;0.0;4054945.0;51;0;0.0;7462.0;7;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;4064174.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;926128.0;8;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;926128.0
Régie Municipale Bazas-Energies;2019;Gaz;67.0;1;0;0.5;28736.0;31;0;0.897;3883.0;74;0;0.5;18454.0;2962;0;0.5;2516.0;204;0;0.5;75;Nouvelle-Aquitaine;200;53656.0
Régie municipale multiservices de La Réole;2019;Gaz;1301.0;4;0;1.0;6370.0;27;0;0.8;6617.0;125;0;0.8;21218.0;1575;0;0.801;0.0;0;1;0.0;75;Nouvelle-Aquitaine;200;35506.0
Sorégies;2019;Gaz;153.0;1;0;1.0;153961.0;36;0;1.0;58564.0;261;0;1.0;24610.0;2086;0;1.0;0.0;0;0;0.0;52;Pays de la Loire;200;237288.0
Teréga;2019;Gaz;0.0;0;0;0.0;2525372.5634318;45;0;0.0;280077.45398;17;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;2805450.0174118
Teréga;2019;Gaz;0.0;0;0;0.0;2297483.8725928;33;0;0.0;185937.569001;19;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;2483421.4415937997
Vialis;2019;Gaz;1363.366;2;0;0.95;109350.673;23;0;0.95;120140.116;78;0;0.95;421048.895;30771;0;0.95;97809.509;67;0;0.95;44;Grand Est;200;749712.559
EdF-SEI;2020;Electricité;0.0;0;0;0.0;50.927;1;0;0.0;648.964;8;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;699.8910000000001
Enedis;2020;Electricité;916199.32326;40192;0;0.131;4714890.8385737;38255;0;0.705;9805520.64240064;380940;0;0.0851;15233253.18;3152330;0;0.656;154449.913527;23239;0;0.67;75;Nouvelle-Aquitaine;100;30824313.89776134
Energies et services d'Hagondange;2020;Electricité;0.0;0;0;0.0;2464.44;12;0;0.95;5186.855;29;0;0.95;21955.566;5728;0;0.95;1222.906;5;0;0.95;44;Grand Est;100;30829.766999999996
Energies et services Pierrevillers;2020;Electricité;0.0;0;0;0.0;59.263;1;0;0.95;409.933;1;0;0.95;4188.159;704;0;0.95;0.0;0;0;0.0;44;Grand Est;100;4657.355
Energies et services Schoeneck;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6017.882;1351;0;0.95;2817.415;12;0;0.95;44;Grand Est;100;8835.296999999999
Energies et Services ville d'Amneville;2020;Electricité;0.0;0;0;0.0;1927.937;14;0;0.95;17155.862;30;0;0.95;25309.681;5873;0;0.95;17067.333;36;0;0.95;44;Grand Est;100;61460.812999999995
Gazelec de Péronne;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;16308.0;3614;0;1.0;40306.0;214;0;1.0;32;Hauts-de-France;100;56614.0
Régie d'électricité d'Elbeuf;2020;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;706.503;8;0;0.95;45381.416;10722;0;0.95;10576.08;65;0;0.95;28;Normandie;100;56663.998999999996
Régie de Saint Paul Cap de Joux;2020;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;94.0;21;0;0.5;1655.0;270;0;0.5;437.0;41;0;0.562;76;Occitanie;100;2186.0
Régie électrique de Bonneval-sur-Arc;2020;Electricité;148.0;9;0;0.0;0.0;0;0;0.0;415.0;23;0;0.0;2514.0;301;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;3077.0
Régie électrique municipale de Fontaine-au-Pire;2020;Electricité;166.0;8;0;1.0;0.0;0;0;0.0;101.0;19;0;1.0;2451.0;525;0;1.0;225.0;22;0;1.0;32;Hauts-de-France;100;2943.0
Régie électrique municipale de Mont Louis;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;968.0;26;0;1.0;848.0;211;0;1.0;0.0;0;0;0.0;76;Occitanie;100;1816.0
Régie électrique municipale de Saint Laurent de Cerdans;2020;Electricité;0.0;0;1;0.0;150.0;12;0;1.0;596.0;67;0;0.886;2757.0;936;0;0.75;0.0;0;1;0.0;76;Occitanie;100;3503.0
Régie municipale d'électricité de Dalou;2020;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;196.0;27;0;1.0;2212.0;424;0;1.0;0.0;0;1;0.0;76;Occitanie;100;2408.0
Régie municipale d'électricité de Laruns;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3641.0;1169;0;1.0;3408.0;299;0;1.0;75;Nouvelle-Aquitaine;100;7049.0
Régie municipale d'électricité de Martres Tolosane;2020;Electricité;0.0;0;0;0.0;133.0;1;0;0.5;0.0;0;0;0.0;5734.0;1461;0;0.5;4914.0;307;0;0.5;76;Occitanie;100;10781.0
Régie municipale d'électricité de Mazeres;2020;Electricité;86.0;22;0;1.0;3851.0;74;0;1.0;8646.0;250;0;1.0;11586.0;2245;0;1.0;0.0;0;0;0.0;76;Occitanie;100;24169.0
